entity_id,event_id,year,month,month_num,event_order,entity_order,entity_name,entity_type,entity_classification_reason,inferred_creator,inferred_modality,event_text,is_special,source
AIT-2025-06-003-E01,AIT-2025-06-003,2025,June 2025,6,168,1,o3 pro,model,model-family or model-context clue,OpenAI,language,"OpenAI debuts o3 pro , an enhanced reasoning model offering extended context and real-time tool integrations.",False,AI Timeline _data/timeline.yml
AIT-2025-07-001-E01,AIT-2025-07-001,2025,July 2025,7,169,1,Grok 4,model,model-family or model-context clue,xAI,language,"xAI releases Grok 4 , achieving a new SOTA of 15.9% on ARC-AGI v2 and 25.4% on Humanity’s Last Exam.",True,AI Timeline _data/timeline.yml
AIT-2025-07-004-E01,AIT-2025-07-004,2025,July 2025,7,172,1,Gemini Deep Think,model,model-family or model-context clue,Google,language,"Google introduces Gemini Deep Think , which also earns an IMO 2025 gold by solving five of six problems with parallel reasoning.",True,AI Timeline _data/timeline.yml
AIT-2025-07-005-E01,AIT-2025-07-005,2025,July 2025,7,173,1,Qwen3-235B-A22B-Instruct-2507,model,model-family or model-context clue,Alibaba,language,"Alibaba open-sources two variants, Qwen3-235B-A22B-Instruct-2507 (instruction-tuned) and Qwen3-Coder , for general LLM use and automated code generation.",False,AI Timeline _data/timeline.yml
AIT-2025-07-005-E02,AIT-2025-07-005,2025,July 2025,7,173,2,Qwen3-Coder,model,model-family or model-context clue,Alibaba,language,"Alibaba open-sources two variants, Qwen3-235B-A22B-Instruct-2507 (instruction-tuned) and Qwen3-Coder , for general LLM use and automated code generation.",False,AI Timeline _data/timeline.yml
AIT-2025-07-006-E01,AIT-2025-07-006,2025,July 2025,7,174,1,Kimi K2,model,model-family or model-context clue,,language,"Moonshot AI debuts Kimi K2 , a Chinese LLM praised for its open-research focus and robust performance.",False,AI Timeline _data/timeline.yml
AIT-2025-07-007-E01,AIT-2025-07-007,2025,July 2025,7,175,1,GLM-4.5,model,model-family or model-context clue,,language,"Chinese startup Zhipu open-sources GLM-4.5 , a 130 B-parameter model tailored for intelligent-agent applications.",False,AI Timeline _data/timeline.yml
AIT-2025-08-001-E01,AIT-2025-08-001,2025,August 2025,8,176,1,Gemini 2.5 Deep Think,model,model-family or model-context clue,Google,language,"Google introduced Gemini 2.5 Deep Think , a special ""extended thinking"" mode for solving complex problems and exploring alternatives.",True,AI Timeline _data/timeline.yml
AIT-2025-08-002-E01,AIT-2025-08-002,2025,August 2025,8,177,1,Claude Opus 4.1,model,model-family or model-context clue,Anthropic,language,"Anthropic released Claude Opus 4.1 , an upgrade focused on improving agentic capabilities and real-world coding.",False,AI Timeline _data/timeline.yml
AIT-2025-08-003-E01,AIT-2025-08-003,2025,August 2025,8,178,1,Genie 3.0,model,model-family or model-context clue,Google,language,"Google DeepMind announced Genie 3.0 , a ""world model"" for creating interactive 3D environments from text, maintaining consistency for several minutes.",True,AI Timeline _data/timeline.yml
AIT-2025-08-004-E01,AIT-2025-08-004,2025,August 2025,8,179,1,gpt-oss-120b,model,model-family or model-context clue,OpenAI,language,"OpenAI released gpt-oss-120b and gpt-oss-20b , a family of open-source models with high reasoning capabilities, optimized to run on accessible hardware.",False,AI Timeline _data/timeline.yml
AIT-2025-08-004-E02,AIT-2025-08-004,2025,August 2025,8,179,2,gpt-oss-20b,model,model-family or model-context clue,OpenAI,language,"OpenAI released gpt-oss-120b and gpt-oss-20b , a family of open-source models with high reasoning capabilities, optimized to run on accessible hardware.",False,AI Timeline _data/timeline.yml
AIT-2025-08-005-E01,AIT-2025-08-005,2025,August 2025,8,180,1,GPT-5,model,model-family or model-context clue,OpenAI,language,"OpenAI launched GPT-5 , the company's next-generation model, with significant improvements in coding and a dynamic ""thinking"" mode to reduce hallucinations.",False,AI Timeline _data/timeline.yml
AIT-2025-08-006-E01,AIT-2025-08-006,2025,August 2025,8,181,1,DeepSeek V3.1,model,model-family or model-context clue,DeepSeek,language,"DeepSeek released DeepSeek V3.1 , a hybrid model combining fast and slow ""thinking"" modes to improve performance in agentic tasks and tool use.",False,AI Timeline _data/timeline.yml
AIT-2025-08-007-E01,AIT-2025-08-007,2025,August 2025,8,182,1,Gemini 2.5 Flash Image,model,model-family or model-context clue,Google,image-editing,"Google launched a preview of Gemini 2.5 Flash Image (showcased as *nano-banana*), an advanced model for precise image editing, merging, and maintaining character consistency.",True,AI Timeline _data/timeline.yml
AIT-2025-09-001-E01,AIT-2025-09-001,2025,September 2025,9,183,1,Seedream 4.0,model,model-family or model-context clue,,text-to-image,"ByteDance released Seedream 4.0 , a next-generation image model unifying high-quality text-to-image generation and natural-language image editing.",False,AI Timeline _data/timeline.yml
AIT-2025-09-002-E01,AIT-2025-09-002,2025,September 2025,9,184,1,Gemini 2.5 - Deep Think,model,model-family or model-context clue,,language,"An advanced Gemini variant, reported as Gemini 2.5 - Deep Think , achieved gold-medal-level performance at the ICPC World Finals programming contest.",True,AI Timeline _data/timeline.yml
AIT-2025-09-004-E01,AIT-2025-09-004,2025,September 2025,9,186,1,Suno v5,model,model-family or model-context clue,Suno,music,"Suno released Suno v5 , an upgrade in music generation with studio-grade fidelity and more natural-sounding vocals.",False,AI Timeline _data/timeline.yml
AIT-2025-09-005-E01,AIT-2025-09-005,2025,September 2025,9,187,1,Qwen-3-Max,model,model-family or model-context clue,Alibaba,language,"Alibaba unveiled Qwen-3-Max , its flagship model with over a trillion parameters, focusing on long context and agent capabilities.",False,AI Timeline _data/timeline.yml
AIT-2025-09-006-E01,AIT-2025-09-006,2025,September 2025,9,188,1,Wan 2.5,model,model-family or model-context clue,,text-to-video,"Wan 2.5 was released, a generative video model focused on multi-shot consistency and character animation.",False,AI Timeline _data/timeline.yml
AIT-2025-09-007-E01,AIT-2025-09-007,2025,September 2025,9,189,1,Claude Sonnet 4.5,model,model-family or model-context clue,Anthropic,language,"Anthropic announced Claude Sonnet 4.5 , a model optimized for coding, agent construction, and improved reasoning.",False,AI Timeline _data/timeline.yml
AIT-2025-09-008-E01,AIT-2025-09-008,2025,September 2025,9,190,1,Sora 2,model,model-family or model-context clue,OpenAI,text-to-video,"OpenAI released Sora 2 , a flagship video and audio generation model with improved physical modeling and synchronized sound.",False,AI Timeline _data/timeline.yml
AIT-2025-09-009-E01,AIT-2025-09-009,2025,September 2025,9,191,1,DeepSeek-V3.2-Exp,model,model-family or model-context clue,DeepSeek,language,DeepSeek released DeepSeek-V3.2-Exp,False,AI Timeline _data/timeline.yml
AIT-2025-10-002-E01,AIT-2025-10-002,2025,October 2025,10,194,1,Gemini model for computer control,model,model-family or model-context clue,Google,language,"Google released a Gemini model for computer control , achieving state-of-the-art (SOTA) performance in GUI automation.",False,AI Timeline _data/timeline.yml
AIT-2025-10-003-E01,AIT-2025-10-003,2025,October 2025,10,195,1,Claude 4.5 Haiku,model,model-family or model-context clue,Anthropic,language,"Anthropic released Claude 4.5 Haiku , a fast, cost-effective model for high-volume, low-latency applications.",False,AI Timeline _data/timeline.yml
AIT-2025-11-001-E01,AIT-2025-11-001,2025,November 2025,11,198,1,Kimi K2 Thinking,model,model-family or model-context clue,,language,"Moonshot AI released Kimi K2 Thinking , an open model setting new records in reasoning benchmarks.",False,AI Timeline _data/timeline.yml
AIT-2025-11-002-E01,AIT-2025-11-002,2025,November 2025,11,199,1,GPT 5.1,model,model-family or model-context clue,OpenAI,language,"OpenAI launched GPT 5.1 , featuring specialized ""Thinking"" and ""Instant"" modes with expanded context.",False,AI Timeline _data/timeline.yml
AIT-2025-11-003-E01,AIT-2025-11-003,2025,November 2025,11,200,1,Grok 4.1,model,model-family or model-context clue,xAI,language,"xAI released Grok 4.1 , combining high EQ with strong logic to top the LM Arena leaderboard.",False,AI Timeline _data/timeline.yml
AIT-2025-11-004-E01,AIT-2025-11-004,2025,November 2025,11,201,1,Gemini 3.0,model,model-family or model-context clue,Google,language,"Google debuted Gemini 3.0 , a flagship ""thinking"" model that claimed the top spot on major benchmarks.",False,AI Timeline _data/timeline.yml
AIT-2025-11-005-E01,AIT-2025-11-005,2025,November 2025,11,202,1,GPT 5.1 Codex Max,model,model-family or model-context clue,OpenAI,language,"OpenAI introduced GPT 5.1 Codex Max , an agentic model built specifically for long-term coding tasks.",False,AI Timeline _data/timeline.yml
AIT-2025-11-006-E01,AIT-2025-11-006,2025,November 2025,11,203,1,Nano Banana Pro,model,model-family or model-context clue,Google,text-to-image,"Google released Nano Banana Pro , a superior image generation and editing model based on Gemini 3.",True,AI Timeline _data/timeline.yml
AIT-2025-11-007-E01,AIT-2025-11-007,2025,November 2025,11,204,1,Claude Opus 4.5,model,model-family or model-context clue,Anthropic,language,"Anthropic announced Claude Opus 4.5 , delivering elite coding and agentic performance at a significantly reduced price.",True,AI Timeline _data/timeline.yml
AIT-2025-11-008-E01,AIT-2025-11-008,2025,November 2025,11,205,1,FLUX 2,model,model-family or model-context clue,Black Forest Labs,text-to-image,"Black Forest Labs launched FLUX 2 , a high-performance open-weight image generation model.",False,AI Timeline _data/timeline.yml
AIT-2025-11-009-E01,AIT-2025-11-009,2025,November 2025,11,206,1,DeepSeekMath-V2,model,model-family or model-context clue,DeepSeek,language,"DeepSeek released DeepSeekMath-V2 as open source, achieving gold-medal performance in math olympiads.",True,AI Timeline _data/timeline.yml
AIT-2025-11-010-E01,AIT-2025-11-010,2025,November 2025,11,207,1,Fara-7B,model,model-family or model-context clue,Microsoft,language,"Microsoft open-sourced Fara-7B , a small model optimized for browser agents and computer control.",False,AI Timeline _data/timeline.yml
AIT-2025-12-001-E01,AIT-2025-12-001,2025,December 2025,12,209,1,Mistral 3,model,model-family or model-context clue,Mistral,language,"Mistral AI launches the Mistral 3 family (Large & Ministral) alongside Mistral OCR 3 and the Devstral 2 coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.",False,AI Timeline _data/timeline.yml
AIT-2025-12-001-E02,AIT-2025-12-001,2025,December 2025,12,209,2,Mistral OCR 3,model,model-family or model-context clue,Mistral,language,"Mistral AI launches the Mistral 3 family (Large & Ministral) alongside Mistral OCR 3 and the Devstral 2 coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.",False,AI Timeline _data/timeline.yml
AIT-2025-12-001-E03,AIT-2025-12-001,2025,December 2025,12,209,3,Devstral 2,model,model-family or model-context clue,Mistral,language,"Mistral AI launches the Mistral 3 family (Large & Ministral) alongside Mistral OCR 3 and the Devstral 2 coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.",False,AI Timeline _data/timeline.yml
AIT-2025-12-002-E01,AIT-2025-12-002,2025,December 2025,12,210,1,GPT-5.2,model,model-family or model-context clue,OpenAI,language,"OpenAI releases GPT-5.2 , featuring the autonomous Codex agent for complex engineering tasks, and GPT-Image 1.5 , which claims the #1 spot on vision benchmarks, outperforming Nano Banana Pro.",False,AI Timeline _data/timeline.yml
AIT-2025-12-002-E03,AIT-2025-12-002,2025,December 2025,12,210,3,GPT-Image 1.5,model,model-family or model-context clue,OpenAI,language,"OpenAI releases GPT-5.2 , featuring the autonomous Codex agent for complex engineering tasks, and GPT-Image 1.5 , which claims the #1 spot on vision benchmarks, outperforming Nano Banana Pro.",False,AI Timeline _data/timeline.yml
AIT-2025-12-003-E01,AIT-2025-12-003,2025,December 2025,12,211,1,Gemini 3.0 Flash,model,model-family or model-context clue,Google,music,"Google introduces Gemini 3.0 Flash , setting a new standard for price-performance, and deploys Deep Research , an autonomous agent capable of multi-step synthesis, alongside Gemini 2.5 Flash Audio .",True,AI Timeline _data/timeline.yml
AIT-2025-12-003-E03,AIT-2025-12-003,2025,December 2025,12,211,3,Gemini 2.5 Flash Audio,model,model-family or model-context clue,Google,music,"Google introduces Gemini 3.0 Flash , setting a new standard for price-performance, and deploys Deep Research , an autonomous agent capable of multi-step synthesis, alongside Gemini 2.5 Flash Audio .",True,AI Timeline _data/timeline.yml
AIT-2025-12-004-E01,AIT-2025-12-004,2025,December 2025,12,212,1,Nova 2,model,model-family or model-context clue,Amazon,text-to-speech,"Amazon unveils the Nova 2 series, highlighted by Nova 2 Sonic , a native speech-to-speech model delivering ultra-low latency and natural conversation flow.",False,AI Timeline _data/timeline.yml
AIT-2025-12-004-E02,AIT-2025-12-004,2025,December 2025,12,212,2,Nova 2 Sonic,model,model-family or model-context clue,Amazon,text-to-speech,"Amazon unveils the Nova 2 series, highlighted by Nova 2 Sonic , a native speech-to-speech model delivering ultra-low latency and natural conversation flow.",False,AI Timeline _data/timeline.yml
AIT-2025-12-005-E01,AIT-2025-12-005,2025,December 2025,12,213,1,Gen-4.5,model,model-family or model-context clue,Runway,text-to-video,"Runway releases Gen-4.5 , a video generation model that rises to the top of industry leaderboards for motion consistency and prompt adherence.",False,AI Timeline _data/timeline.yml
AIT-2025-12-006-E01,AIT-2025-12-006,2025,December 2025,12,214,1,Grok Voice Agent API,model,model-family or model-context clue,xAI,text-to-speech,"xAI launches the Grok Voice Agent API , enabling native, real-time bidirectional audio streaming for developers.",False,AI Timeline _data/timeline.yml
AIT-2025-12-007-E01,AIT-2025-12-007,2025,December 2025,12,215,1,GLM-4.7,model,model-family or model-context clue,,language,"Zhipu AI releases GLM-4.7 , an open-weights model that reaches the top of global coding and reasoning leaderboards.",False,AI Timeline _data/timeline.yml
AIT-2025-12-008-E01,AIT-2025-12-008,2025,December 2025,12,216,1,Z-Image-Turbo,model,model-family or model-context clue,Alibaba,language,"Alibaba open-sources Z-Image-Turbo , a highly efficient 6B model, and releases Qwen-Image-2512 , which specializes in high-fidelity typography and complex visual compositions.",False,AI Timeline _data/timeline.yml
AIT-2025-12-008-E02,AIT-2025-12-008,2025,December 2025,12,216,2,Qwen-Image-2512,model,model-family or model-context clue,Alibaba,language,"Alibaba open-sources Z-Image-Turbo , a highly efficient 6B model, and releases Qwen-Image-2512 , which specializes in high-fidelity typography and complex visual compositions.",False,AI Timeline _data/timeline.yml
AIT-2025-12-009-E01,AIT-2025-12-009,2025,December 2025,12,217,1,MiniMax-M2.1,model,model-family or model-context clue,,language,"MiniMax releases MiniMax-M2.1 , a 200k-context MoE model that rises to the top of web development and coding leaderboards, establishing itself as a leading open model for developers.",False,AI Timeline _data/timeline.yml
AIT-2026-01-002-E01,AIT-2026-01-002,2026,January 2026,1,220,1,Claude Cowork,model,model-family or model-context clue,Anthropic,language,"Anthropic launches Claude Cowork , a research preview for delegating knowledge-work tasks across documents, spreadsheets, and presentations.",True,AI Timeline _data/timeline.yml
AIT-2026-01-003-E01,AIT-2026-01-003,2026,January 2026,1,221,1,Kimi K2.5,model,model-family or model-context clue,,language,"Moonshot AI releases Kimi K2.5 , an upgraded model focused on stronger reasoning, coding, and agentic workflows.",False,AI Timeline _data/timeline.yml
AIT-2026-01-004-E01,AIT-2026-01-004,2026,January 2026,1,222,1,Imagine Video,model,model-family or model-context clue,xAI,text-to-video,"xAI launches Imagine Video , a video generation model in Grok that quickly rises to the top of public leaderboards.",False,AI Timeline _data/timeline.yml
AIT-2026-02-001-E01,AIT-2026-02-001,2026,February 2026,2,224,1,Claude Opus 4.6,model,model-family or model-context clue,Anthropic,language,"Anthropic releases Claude Opus 4.6 and Claude Sonnet 4.6 , adding a 1M-token context window in beta and making the updated Sonnet model the default across Claude and Cowork.",True,AI Timeline _data/timeline.yml
AIT-2026-02-001-E02,AIT-2026-02-001,2026,February 2026,2,224,2,Claude Sonnet 4.6,model,model-family or model-context clue,Anthropic,language,"Anthropic releases Claude Opus 4.6 and Claude Sonnet 4.6 , adding a 1M-token context window in beta and making the updated Sonnet model the default across Claude and Cowork.",True,AI Timeline _data/timeline.yml
AIT-2026-02-002-E01,AIT-2026-02-002,2026,February 2026,2,225,1,GPT-5.3-Codex,model,model-family or model-context clue,OpenAI,language,"OpenAI introduces GPT-5.3-Codex and GPT-5.3-Codex-Spark , upgraded coding models for long-running and real-time development work.",False,AI Timeline _data/timeline.yml
AIT-2026-02-002-E02,AIT-2026-02-002,2026,February 2026,2,225,2,GPT-5.3-Codex-Spark,model,model-family or model-context clue,OpenAI,language,"OpenAI introduces GPT-5.3-Codex and GPT-5.3-Codex-Spark , upgraded coding models for long-running and real-time development work.",False,AI Timeline _data/timeline.yml
AIT-2026-02-003-E01,AIT-2026-02-003,2026,February 2026,2,226,1,Gemini 3 Deep Think,model,model-family or model-context clue,Google,language,"Google launches Gemini 3 Deep Think , a specialized reasoning mode that reaches 84.6% on ARC-AGI-2 .",True,AI Timeline _data/timeline.yml
AIT-2026-02-004-E01,AIT-2026-02-004,2026,February 2026,2,227,1,Seedance 2.0,model,model-family or model-context clue,,text-to-video,"ByteDance releases Seedance 2.0 , an upgraded video generation model with stronger motion quality and multimodal control.",False,AI Timeline _data/timeline.yml
AIT-2026-02-005-E01,AIT-2026-02-005,2026,February 2026,2,228,1,GLM-5,model,model-family or model-context clue,,language,"Zhipu AI launches GLM-5 , a new flagship model built for stronger reasoning, tool use, and agentic tasks.",False,AI Timeline _data/timeline.yml
AIT-2026-02-006-E01,AIT-2026-02-006,2026,February 2026,2,229,1,Grok 4.20,model,model-family or model-context clue,xAI,language,"xAI releases Grok 4.20 , an updated flagship model with improved reasoning and chat performance.",False,AI Timeline _data/timeline.yml
AIT-2026-02-007-E01,AIT-2026-02-007,2026,February 2026,2,230,1,gpt-audio-1.5,model,model-family or model-context clue,OpenAI,text-to-speech,"OpenAI adds gpt-audio-1.5 , an upgraded speech model for audio input and spoken responses.",False,AI Timeline _data/timeline.yml
AIT-2026-02-008-E01,AIT-2026-02-008,2026,February 2026,2,231,1,Nano Banana 2,model,model-family or model-context clue,Google,language,"Google launches Nano Banana 2 , a Gemini 3.1 Flash-based image model that matches Nano Banana Pro quality at lower latency.",False,AI Timeline _data/timeline.yml
AIT-2026-03-001-E01,AIT-2026-03-001,2026,March 2026,3,232,1,GPT-5.3 Instant,model,model-family or model-context clue,OpenAI,language,"OpenAI releases GPT-5.3 Instant , a faster general-purpose GPT-5.3 variant for latency-sensitive tasks.",False,AI Timeline _data/timeline.yml
AIT-2026-03-002-E01,AIT-2026-03-002,2026,March 2026,3,233,1,GPT-5.4,model,model-family or model-context clue,OpenAI,language,"OpenAI launches GPT-5.4 alongside GPT-5.4 mini and GPT-5.4 nano , expanding the GPT-5.4 family across flagship and lightweight tiers.",False,AI Timeline _data/timeline.yml
AIT-2026-03-002-E02,AIT-2026-03-002,2026,March 2026,3,233,2,GPT-5.4 mini,model,model-family or model-context clue,OpenAI,language,"OpenAI launches GPT-5.4 alongside GPT-5.4 mini and GPT-5.4 nano , expanding the GPT-5.4 family across flagship and lightweight tiers.",False,AI Timeline _data/timeline.yml
AIT-2026-03-002-E03,AIT-2026-03-002,2026,March 2026,3,233,3,GPT-5.4 nano,model,model-family or model-context clue,OpenAI,language,"OpenAI launches GPT-5.4 alongside GPT-5.4 mini and GPT-5.4 nano , expanding the GPT-5.4 family across flagship and lightweight tiers.",False,AI Timeline _data/timeline.yml
AIT-2026-03-003-E01,AIT-2026-03-003,2026,March 2026,3,234,1,Mistral Small 4,model,model-family or model-context clue,Mistral,language,"Mistral AI releases Mistral Small 4 , a multimodal open model that unifies reasoning, coding, and vision capabilities.",False,AI Timeline _data/timeline.yml
AIT-2026-03-004-E01,AIT-2026-03-004,2026,March 2026,3,235,1,Suno v5.5,model,model-family or model-context clue,Suno,text-to-speech,"Suno launches Suno v5.5 , adding Voices, Custom Models, and My Taste for more personalized music creation.",False,AI Timeline _data/timeline.yml
