firm,firm_ticker,model_company,model,event_date,relationship,provisional_value,reason_for_review,key_sources,recommended_action
Shopify,SHOP,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,Google,Gemini 2.0 Pro Experimental; Gemini 2.0 Flash,2025-02-05,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,Anthropic,Claude 3.7,2025-02-18,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,Google,Gemini 2.0 Flash-Lite Preview,2025-02-25,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,Microsoft,Phi4 Multimodal; Phi4-mini,2025-02-26,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,Google,Gemini 2.0 Flash Experimental,2025-03-12,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,Runway,Runway Gen-4,2025-03-31,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
Teradata,TDC,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Teradata defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Teradata business model. If core business directly commercializes generative-AI capabilities, change to 1."
Experian,EXPN LN,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Experian defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Experian business model. If core business directly commercializes generative-AI capabilities, change to 1."
Zscaler,ZS,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Zscaler defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Zscaler business model. If core business directly commercializes generative-AI capabilities, change to 1."
CyberArk,CYBR,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: CyberArk defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review CyberArk business model. If core business directly commercializes generative-AI capabilities, change to 1."
Okta,OKTA,Google,Veo 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Okta defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Okta business model. If core business directly commercializes generative-AI capabilities, change to 1."
Shopify,SHOP,Kuaishou,Kling 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Shopify defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Shopify business model. If core business directly commercializes generative-AI capabilities, change to 1."
Fortinet,FTNT,Kuaishou,Kling 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Fortinet defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Fortinet business model. If core business directly commercializes generative-AI capabilities, change to 1."
Datadog,DDOG,Kuaishou,Kling 2.0,2025-04-15,business_downstream,0,"BORDERLINE FIRM: Datadog defaulted to business_downstream=0 under narrowed definition. May use AI or have AI features (cybersecurity, data analytics, e-commerce, etc.) but core business may not clearly commercialize generative-AI model capabilities under the narrowed interpretation. Flagged for manual review.",Researcher convention; firm business description,"Review Datadog business model. If core business directly commercializes generative-AI capabilities, change to 1."
