firm,firm_ticker,model_company,model,event_date,relationship,value,evidence_text,source_name,source_url,source_date,before_event_date,confidence,notes
Alibaba,BABA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Alibaba is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Alibaba,BABA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Alibaba integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Alibaba,BABA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,1,Alibaba launched Qwen/Tongyi as a directly competing foundation model/AI platform versus xAI models.,Alibaba Official,https://www.alibabacloud.com/blog/introducing-tongyi-qianwen-an-llm-by-alibaba-cloud_599117,2023-04-07,yes,high,
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that TSMC owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of TSMC making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of TSMC providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,1,"[BUSINESS POSITION] Researcher-designated universal upstream: TSMC manufactures advanced AI GPUs (Nvidia H100/H200/B200) on 4nm process, critical to global LLM production ecosystem.",Researcher Convention,N/A,N/A,N/A,low,TSMC is researcher-designated universal business_upstream.
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of TSMC supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from upstream] 
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: TSMC is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of TSMC integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
TSMC,TSM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,0,No public evidence found of TSMC developing or offering directly competing foundation models or AI platforms vs xAI before event date,N/A,N/A,N/A,N/A,high,
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Tesla owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Tesla making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Tesla providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Tesla is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Tesla is not a designated business_upstream firm.
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Tesla supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Tesla is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Tesla integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Tesla,TSLA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,0,No public evidence found of Tesla developing or offering directly competing foundation models or AI platforms vs xAI before event date,N/A,N/A,N/A,N/A,high,
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Apple owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Apple making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Apple providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Apple is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Apple is not a designated business_upstream firm.
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Apple supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Apple is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Apple integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Apple,AAPL,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,1,Apple launched Apple Intelligence as a directly competing foundation model/AI platform versus xAI models.,Apple Official,https://www.apple.com/newsroom/2024/06/introducing-apple-intelligence-for-iphone-ipad-and-mac/,2024-06-10,yes,medium,
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Broadcom owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Broadcom making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Broadcom providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Broadcom is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Broadcom is not a designated business_upstream firm.
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Broadcom supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from upstream] 
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Broadcom is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Broadcom integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Broadcom,AVGO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,0,No public evidence found of Broadcom developing or offering directly competing foundation models or AI platforms vs xAI before event date,N/A,N/A,N/A,N/A,high,
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Cisco owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Cisco making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Cisco providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Cisco is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Cisco is not a designated business_upstream firm.
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Cisco supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Cisco is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Cisco integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Cisco,CSCO,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,0,No public evidence found of Cisco developing or offering directly competing foundation models or AI platforms vs xAI before event date,N/A,N/A,N/A,N/A,high,
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Tencent owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Tencent making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Tencent providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Tencent is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Tencent is not a designated business_upstream firm.
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Tencent supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Tencent is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Tencent integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Tencent,700 HK,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,1,Tencent launched Hunyuan as a directly competing foundation model/AI platform versus xAI models.,Tencent Official,https://www.reuters.com/technology/tencent-launches-hunyuan-ai-model-amid-china-tech-race-2023-09-07/,2023-09-07,yes,high,
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Nvidia owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Nvidia making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Nvidia providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,1,"[BUSINESS POSITION] Researcher-designated universal upstream: Nvidia designs and supplies AI GPUs (H100/H200/B200) and CUDA platform, essential AI training/inference infrastructure.",Researcher Convention,N/A,N/A,N/A,low,Nvidia is researcher-designated universal business_upstream.
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,1,xAI publicly announced using thousands of Nvidia H100 GPUs for training its Grok models. Elon Musk confirmed xAI uses Nvidia hardware.,Reuters / xAI,https://www.reuters.com/technology/elon-musks-xai-raises-6-billion-series-b-funding-2024-05-26/,2023-11-01,yes,high,[MAPPED from upstream] 
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,[BUSINESS POSITION — NARROWED] Researcher coding convention: Nvidia is NOT classified as business_downstream under the narrowed definition. Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a commercially meaningful way.,Researcher Convention,N/A,N/A,N/A,medium,business_downstream=0 confirmed under narrowed definition.
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Nvidia integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Nvidia,NVDA,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,0,"Nvidia develops Nemotron-4 LLMs and NIM (Nvidia Inference Microservices) AI platform. However, [HUMAN DECISION: researcher adopts stricter product-market competitor interpretation — Nvidia is primarily upstream AI infrastructure (GPU supplier), and its AI models/platforms (Nemotron, NIM) do not constitute direct product-market competition with dedicated foundation model companies. Coded as competitor=0. Nvidia remains upstream=1 where applicable.]",Human Decision,https://developer.nvidia.com/nvidia-nim,N/A,N/A,N/A,"Changed from 1 to 0 by human decision. Stricter product-market competitor interpretation: Nvidia is upstream infrastructure, not product-market competitor."
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Amazon owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Amazon making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Amazon providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Amazon is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Amazon is not a designated business_upstream firm.
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Amazon supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Amazon is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Amazon integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Amazon,AMZN,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,1,Amazon launched Bedrock/Titan/Nova as a directly competing foundation model/AI platform versus xAI models.,Amazon Official,https://aws.amazon.com/blogs/aws/amazon-bedrock-build-and-scale-generative-ai-apps-with-foundation-models/,2023-04-13,yes,high,
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Palantir owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Palantir making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Palantir providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Palantir is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Palantir is not a designated business_upstream firm.
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Palantir supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Palantir is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Palantir integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Palantir,PLTR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,0,No public evidence found of Palantir developing or offering directly competing foundation models or AI platforms vs xAI before event date,N/A,N/A,N/A,N/A,high,
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that IBM owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of IBM making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of IBM providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] IBM is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,IBM is not a designated business_upstream firm.
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of IBM supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: IBM is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of IBM integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
IBM,IBM,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,1,IBM launched watsonx/Granite as a directly competing foundation model/AI platform versus xAI models.,IBM Official,https://www.ibm.com/products/watsonx-ai,2023-05-09,yes,medium,
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Microsoft owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Microsoft making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Microsoft providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Microsoft is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Microsoft is not a designated business_upstream firm.
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Microsoft supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,1,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Microsoft is classified as business_downstream because its core business directly commercializes generative-AI capabilities through enterprise software, workflow automation, professional services, creative software, AI applications, or related customer-facing AI-enabled products.",Researcher Convention,N/A,N/A,N/A,high,business_downstream=1 confirmed under narrowed definition.
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Microsoft integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,medium,[MAPPED from downstream] 
Microsoft,MSFT,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,0,No public evidence found of Microsoft developing or offering directly competing foundation models or AI platforms vs xAI before event date,N/A,N/A,N/A,N/A,medium,
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that Meta owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of Meta making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of Meta providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_upstream,0,[BUSINESS POSITION] Meta is not positioned as a key upstream supplier to the LLM/generative-AI production ecosystem.,Researcher Convention,N/A,N/A,N/A,medium,Meta is not a designated business_upstream firm.
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_upstream,0,"No public evidence found of Meta supplying key upstream inputs (GPUs, chips, infrastructure) to xAI before event date",N/A,N/A,N/A,N/A,high,[MAPPED from upstream] 
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,business_downstream,0,"[BUSINESS POSITION — NARROWED] Researcher coding convention: Meta is NOT classified as business_downstream under the narrowed definition. Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/infrastructure provider, upstream complement, platform, adtech/e-commerce firm, or general AI adopter. Broad AI use is insufficient for business_downstream=1.",Researcher Convention,N/A,N/A,N/A,high,Changed 1→0 under narrowed business_downstream definition.
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,real_downstream,0,"No public evidence found of Meta integrating, using, or distributing xAI models or technology in products before event date",N/A,N/A,N/A,N/A,high,[MAPPED from downstream] 
Meta,META,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,competitor,1,Meta launched Llama as a directly competing foundation model/AI platform versus xAI models.,Meta Official,https://ai.meta.com/blog/large-language-model-llama-meta-ai/,2023-02-24,yes,high,
Siemens,SIE GR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,owner,0,"No public evidence found that 西门子 owns, controls, or directly develops xAI or its models before event date",N/A,N/A,N/A,N/A,high,
Siemens,SIE GR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,investor,0,No public evidence found of 西门子 making equity investment in xAI before event date,N/A,N/A,N/A,N/A,high,
Siemens,SIE GR,xAI,Grok 3; Grok 3 Reasoning; Grok 3 mini,2025-02-17,cloud,0,No public evidence found of 西门子 providing cloud/infrastructure services to xAI before event date,N/A,N/A,N/A,N/A,high,
