event_id,year,month,month_num,event_order,event_text,raw_html,bold_entities,event_type,inferred_creator,is_special,source
AIT-2025-08-002,2025,August 2025,8,177,"Anthropic released Claude Opus 4.1 , an upgrade focused on improving agentic capabilities and real-world coding.","Anthropic released <b>Claude Opus 4.1</b>, an upgrade focused on improving agentic capabilities and real-world coding.",Claude Opus 4.1,model,Anthropic,False,AI Timeline _data/timeline.yml
AIT-2025-08-003,2025,August 2025,8,178,"Google DeepMind announced Genie 3.0 , a ""world model"" for creating interactive 3D environments from text, maintaining consistency for several minutes.","Google DeepMind announced <b>Genie 3.0</b>, a ""world model"" for creating interactive 3D environments from text, maintaining consistency for several minutes.",Genie 3.0,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-08-004,2025,August 2025,8,179,"OpenAI released gpt-oss-120b and gpt-oss-20b , a family of open-source models with high reasoning capabilities, optimized to run on accessible hardware.","OpenAI released <b>gpt-oss-120b</b> and <b>gpt-oss-20b</b>, a family of open-source models with high reasoning capabilities, optimized to run on accessible hardware.",gpt-oss-120b; gpt-oss-20b,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-08-005,2025,August 2025,8,180,"OpenAI launched GPT-5 , the company's next-generation model, with significant improvements in coding and a dynamic ""thinking"" mode to reduce hallucinations.","OpenAI launched <b>GPT-5</b>, the company's next-generation model, with significant improvements in coding and a dynamic ""thinking"" mode to reduce hallucinations.",GPT-5,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-08-006,2025,August 2025,8,181,"DeepSeek released DeepSeek V3.1 , a hybrid model combining fast and slow ""thinking"" modes to improve performance in agentic tasks and tool use.","DeepSeek released <b>DeepSeek V3.1</b>, a hybrid model combining fast and slow ""thinking"" modes to improve performance in agentic tasks and tool use.",DeepSeek V3.1,model,DeepSeek,False,AI Timeline _data/timeline.yml
AIT-2025-08-007,2025,August 2025,8,182,"Google launched a preview of Gemini 2.5 Flash Image (showcased as *nano-banana*), an advanced model for precise image editing, merging, and maintaining character consistency.","Google launched a preview of <b>Gemini 2.5 Flash Image</b> (showcased as *nano-banana*), an advanced model for precise image editing, merging, and maintaining character consistency.",Gemini 2.5 Flash Image,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-09-001,2025,September 2025,9,183,"ByteDance released Seedream 4.0 , a next-generation image model unifying high-quality text-to-image generation and natural-language image editing.","ByteDance released <b>Seedream 4.0</b>, a next-generation image model unifying high-quality text-to-image generation and natural-language image editing.",Seedream 4.0,model,,False,AI Timeline _data/timeline.yml
AIT-2025-09-002,2025,September 2025,9,184,"An advanced Gemini variant, reported as Gemini 2.5 - Deep Think , achieved gold-medal-level performance at the ICPC World Finals programming contest.","An advanced Gemini variant, reported as <b>Gemini 2.5 - Deep Think</b>, achieved gold-medal-level performance at the ICPC World Finals programming contest.",Gemini 2.5 - Deep Think,model,,True,AI Timeline _data/timeline.yml
AIT-2025-09-003,2025,September 2025,9,185,OpenAI reported a reasoning and code model achieved a perfect score (12/12) in ICPC testing.,OpenAI reported a reasoning and code model achieved a perfect score (12/12) in ICPC testing.,,model_context_without_bold_entity,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-09-004,2025,September 2025,9,186,"Suno released Suno v5 , an upgrade in music generation with studio-grade fidelity and more natural-sounding vocals.","Suno released <b>Suno v5</b>, an upgrade in music generation with studio-grade fidelity and more natural-sounding vocals.",Suno v5,model,Suno,False,AI Timeline _data/timeline.yml
AIT-2025-09-005,2025,September 2025,9,187,"Alibaba unveiled Qwen-3-Max , its flagship model with over a trillion parameters, focusing on long context and agent capabilities.","Alibaba unveiled <b>Qwen-3-Max</b>, its flagship model with over a trillion parameters, focusing on long context and agent capabilities.",Qwen-3-Max,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2025-09-006,2025,September 2025,9,188,"Wan 2.5 was released, a generative video model focused on multi-shot consistency and character animation.","<b>Wan 2.5</b> was released, a generative video model focused on multi-shot consistency and character animation.",Wan 2.5,model,,False,AI Timeline _data/timeline.yml
AIT-2025-09-007,2025,September 2025,9,189,"Anthropic announced Claude Sonnet 4.5 , a model optimized for coding, agent construction, and improved reasoning.","Anthropic announced <b>Claude Sonnet 4.5</b>, a model optimized for coding, agent construction, and improved reasoning.",Claude Sonnet 4.5,model,Anthropic,False,AI Timeline _data/timeline.yml
AIT-2025-09-008,2025,September 2025,9,190,"OpenAI released Sora 2 , a flagship video and audio generation model with improved physical modeling and synchronized sound.","OpenAI released <b>Sora 2</b>, a flagship video and audio generation model with improved physical modeling and synchronized sound.",Sora 2,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-09-009,2025,September 2025,9,191,DeepSeek released DeepSeek-V3.2-Exp,DeepSeek released <b>DeepSeek-V3.2-Exp</b>,DeepSeek-V3.2-Exp,model,DeepSeek,False,AI Timeline _data/timeline.yml
AIT-2025-09-010,2025,September 2025,9,192,OpenAI and NVIDIA announced a strategic partnership for NVIDIA to supply at least 10 gigawatts of AI systems for OpenAI's infrastructure.,OpenAI and NVIDIA announced a strategic partnership for NVIDIA to supply at least <b>10 gigawatts</b> of AI systems for OpenAI's infrastructure.,10 gigawatts,other,OpenAI,True,AI Timeline _data/timeline.yml
AIT-2025-10-001,2025,October 2025,10,193,"Figure unveiled Figure 03 , a humanoid robot designed for domestic and general-purpose tasks.","Figure unveiled <b>Figure 03</b>, a humanoid robot designed for domestic and general-purpose tasks.",Figure 03,other,,False,AI Timeline _data/timeline.yml
AIT-2025-10-002,2025,October 2025,10,194,"Google released a Gemini model for computer control , achieving state-of-the-art (SOTA) performance in GUI automation.","Google released a <b>Gemini model for computer control</b>, achieving state-of-the-art (SOTA) performance in GUI automation.",Gemini model for computer control,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-10-003,2025,October 2025,10,195,"Anthropic released Claude 4.5 Haiku , a fast, cost-effective model for high-volume, low-latency applications.","Anthropic released <b>Claude 4.5 Haiku</b>, a fast, cost-effective model for high-volume, low-latency applications.",Claude 4.5 Haiku,model,Anthropic,False,AI Timeline _data/timeline.yml
AIT-2025-10-004,2025,October 2025,10,196,"OpenAI announced ChatGPT Atlas , an AI-native web browser with a built-in ""Agent Mode"" for task automation.","OpenAI announced <b>ChatGPT Atlas</b>, an AI-native web browser with a built-in ""Agent Mode"" for task automation.",ChatGPT Atlas,product,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-10-005,2025,October 2025,10,197,"1X announced Neo , a humanoid robot marketed as the first consumer-ready model for home use.","1X announced <b>Neo</b>, a humanoid robot marketed as the first consumer-ready model for home use.",Neo,product,,True,AI Timeline _data/timeline.yml
AIT-2025-11-001,2025,November 2025,11,198,"Moonshot AI released Kimi K2 Thinking , an open model setting new records in reasoning benchmarks.","Moonshot AI released <b>Kimi K2 Thinking</b>, an open model setting new records in reasoning benchmarks.",Kimi K2 Thinking,model,,False,AI Timeline _data/timeline.yml
AIT-2025-11-002,2025,November 2025,11,199,"OpenAI launched GPT 5.1 , featuring specialized ""Thinking"" and ""Instant"" modes with expanded context.","OpenAI launched <b>GPT 5.1</b>, featuring specialized ""Thinking"" and ""Instant"" modes with expanded context.",GPT 5.1,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-11-003,2025,November 2025,11,200,"xAI released Grok 4.1 , combining high EQ with strong logic to top the LM Arena leaderboard.","xAI released <b>Grok 4.1</b>, combining high EQ with strong logic to top the LM Arena leaderboard.",Grok 4.1,model,xAI,False,AI Timeline _data/timeline.yml
AIT-2025-11-004,2025,November 2025,11,201,"Google debuted Gemini 3.0 , a flagship ""thinking"" model that claimed the top spot on major benchmarks.","Google debuted <b>Gemini 3.0</b>, a flagship ""thinking"" model that claimed the top spot on major benchmarks.",Gemini 3.0,model,Google,False,AI Timeline _data/timeline.yml
AIT-2025-11-005,2025,November 2025,11,202,"OpenAI introduced GPT 5.1 Codex Max , an agentic model built specifically for long-term coding tasks.","OpenAI introduced <b>GPT 5.1 Codex Max</b>, an agentic model built specifically for long-term coding tasks.",GPT 5.1 Codex Max,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-11-006,2025,November 2025,11,203,"Google released Nano Banana Pro , a superior image generation and editing model based on Gemini 3.","Google released <b>Nano Banana Pro</b>, a superior image generation and editing model based on Gemini 3.",Nano Banana Pro,model,Google,True,AI Timeline _data/timeline.yml
AIT-2025-11-007,2025,November 2025,11,204,"Anthropic announced Claude Opus 4.5 , delivering elite coding and agentic performance at a significantly reduced price.","Anthropic announced <b>Claude Opus 4.5</b>, delivering elite coding and agentic performance at a significantly reduced price.",Claude Opus 4.5,model,Anthropic,True,AI Timeline _data/timeline.yml
AIT-2025-11-008,2025,November 2025,11,205,"Black Forest Labs launched FLUX 2 , a high-performance open-weight image generation model.","Black Forest Labs launched <b>FLUX 2</b>, a high-performance open-weight image generation model.",FLUX 2,model,Black Forest Labs,False,AI Timeline _data/timeline.yml
AIT-2025-11-009,2025,November 2025,11,206,"DeepSeek released DeepSeekMath-V2 as open source, achieving gold-medal performance in math olympiads.","DeepSeek released <b>DeepSeekMath-V2</b> as open source, achieving gold-medal performance in math olympiads.",DeepSeekMath-V2,model,DeepSeek,True,AI Timeline _data/timeline.yml
AIT-2025-11-010,2025,November 2025,11,207,"Microsoft open-sourced Fara-7B , a small model optimized for browser agents and computer control.","Microsoft open-sourced <b>Fara-7B</b>, a small model optimized for browser agents and computer control.",Fara-7B,model,Microsoft,False,AI Timeline _data/timeline.yml
AIT-2025-11-011,2025,November 2025,11,208,"Poetiq shatters the ARC-AGI-2 benchmark with a score of over 60%, surpassing the human average.","<b>Poetiq</b> shatters the <b>ARC-AGI-2</b> benchmark with a score of over 60%, surpassing the human average.",Poetiq; ARC-AGI-2,model_context_without_bold_entity,,False,AI Timeline _data/timeline.yml
AIT-2025-12-001,2025,December 2025,12,209,"Mistral AI launches the Mistral 3 family (Large & Ministral) alongside Mistral OCR 3 and the Devstral 2 coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.","Mistral AI launches the <b>Mistral 3</b> family (Large & Ministral) alongside <b>Mistral OCR 3</b> and the <b>Devstral 2</b> coding series, reinforcing its open-weight leadership with advanced agentic workflows and Vibe CLI integration.",Mistral 3; Mistral OCR 3; Devstral 2,model,Mistral,False,AI Timeline _data/timeline.yml
AIT-2025-12-002,2025,December 2025,12,210,"OpenAI releases GPT-5.2 , featuring the autonomous Codex agent for complex engineering tasks, and GPT-Image 1.5 , which claims the #1 spot on vision benchmarks, outperforming Nano Banana Pro.","OpenAI releases <b>GPT-5.2</b>, featuring the autonomous <b>Codex</b> agent for complex engineering tasks, and <b>GPT-Image 1.5</b>, which claims the #1 spot on vision benchmarks, outperforming Nano Banana Pro.",GPT-5.2; Codex; GPT-Image 1.5,mixed,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2025-12-003,2025,December 2025,12,211,"Google introduces Gemini 3.0 Flash , setting a new standard for price-performance, and deploys Deep Research , an autonomous agent capable of multi-step synthesis, alongside Gemini 2.5 Flash Audio .","Google introduces <b>Gemini 3.0 Flash</b>, setting a new standard for price-performance, and deploys <b>Deep Research</b>, an autonomous agent capable of multi-step synthesis, alongside <b>Gemini 2.5 Flash Audio</b>.",Gemini 3.0 Flash; Deep Research; Gemini 2.5 Flash Audio,mixed,Google,True,AI Timeline _data/timeline.yml
AIT-2025-12-004,2025,December 2025,12,212,"Amazon unveils the Nova 2 series, highlighted by Nova 2 Sonic , a native speech-to-speech model delivering ultra-low latency and natural conversation flow.","Amazon unveils the <b>Nova 2</b> series, highlighted by <b>Nova 2 Sonic</b>, a native speech-to-speech model delivering ultra-low latency and natural conversation flow.",Nova 2; Nova 2 Sonic,model,Amazon,False,AI Timeline _data/timeline.yml
AIT-2025-12-005,2025,December 2025,12,213,"Runway releases Gen-4.5 , a video generation model that rises to the top of industry leaderboards for motion consistency and prompt adherence.","Runway releases <b>Gen-4.5</b>, a video generation model that rises to the top of industry leaderboards for motion consistency and prompt adherence.",Gen-4.5,model,Runway,False,AI Timeline _data/timeline.yml
AIT-2025-12-006,2025,December 2025,12,214,"xAI launches the Grok Voice Agent API , enabling native, real-time bidirectional audio streaming for developers.","xAI launches the <b>Grok Voice Agent API</b>, enabling native, real-time bidirectional audio streaming for developers.",Grok Voice Agent API,model,xAI,False,AI Timeline _data/timeline.yml
AIT-2025-12-007,2025,December 2025,12,215,"Zhipu AI releases GLM-4.7 , an open-weights model that reaches the top of global coding and reasoning leaderboards.","Zhipu AI releases <b>GLM-4.7</b>, an open-weights model that reaches the top of global coding and reasoning leaderboards.",GLM-4.7,model,,False,AI Timeline _data/timeline.yml
AIT-2025-12-008,2025,December 2025,12,216,"Alibaba open-sources Z-Image-Turbo , a highly efficient 6B model, and releases Qwen-Image-2512 , which specializes in high-fidelity typography and complex visual compositions.","Alibaba open-sources <b>Z-Image-Turbo</b>, a highly efficient 6B model, and releases <b>Qwen-Image-2512</b>, which specializes in high-fidelity typography and complex visual compositions.",Z-Image-Turbo; Qwen-Image-2512,model,Alibaba,False,AI Timeline _data/timeline.yml
AIT-2025-12-009,2025,December 2025,12,217,"MiniMax releases MiniMax-M2.1 , a 200k-context MoE model that rises to the top of web development and coding leaderboards, establishing itself as a leading open model for developers.","MiniMax releases <b>MiniMax-M2.1</b>, a 200k-context MoE model that rises to the top of web development and coding leaderboards, establishing itself as a leading open model for developers.",MiniMax-M2.1,model,,False,AI Timeline _data/timeline.yml
AIT-2025-12-010,2025,December 2025,12,218,"A specialized system by Poetiq , powered by GPT-5.2, reportedly solves the ARC-2 benchmark, marking a major breakthrough in abstract reasoning.","A specialized system by <b>Poetiq</b>, powered by GPT-5.2, reportedly solves the <b>ARC-2</b> benchmark, marking a major breakthrough in abstract reasoning.",Poetiq; ARC-2,model_context_without_bold_entity,,True,AI Timeline _data/timeline.yml
AIT-2026-01-001,2026,January 2026,1,219,AxiomProver solves all 12 problems from the 2025 Putnam exam using formal Lean proofs.,<b>AxiomProver</b> solves all 12 problems from the 2025 Putnam exam using formal Lean proofs.,AxiomProver,product,,True,AI Timeline _data/timeline.yml
AIT-2026-01-002,2026,January 2026,1,220,"Anthropic launches Claude Cowork , a research preview for delegating knowledge-work tasks across documents, spreadsheets, and presentations.","Anthropic launches <b>Claude Cowork</b>, a research preview for delegating knowledge-work tasks across documents, spreadsheets, and presentations.",Claude Cowork,model,Anthropic,True,AI Timeline _data/timeline.yml
AIT-2026-01-003,2026,January 2026,1,221,"Moonshot AI releases Kimi K2.5 , an upgraded model focused on stronger reasoning, coding, and agentic workflows.","Moonshot AI releases <b>Kimi K2.5</b>, an upgraded model focused on stronger reasoning, coding, and agentic workflows.",Kimi K2.5,model,,False,AI Timeline _data/timeline.yml
AIT-2026-01-004,2026,January 2026,1,222,"xAI launches Imagine Video , a video generation model in Grok that quickly rises to the top of public leaderboards.","xAI launches <b>Imagine Video</b>, a video generation model in Grok that quickly rises to the top of public leaderboards.",Imagine Video,model,xAI,False,AI Timeline _data/timeline.yml
AIT-2026-01-005,2026,January 2026,1,223,"Moltbook , a social platform where AI agents post and reply to each other, becomes a viral online phenomenon.","<b>Moltbook</b>, a social platform where AI agents post and reply to each other, becomes a viral online phenomenon.",Moltbook,product,,False,AI Timeline _data/timeline.yml
AIT-2026-02-001,2026,February 2026,2,224,"Anthropic releases Claude Opus 4.6 and Claude Sonnet 4.6 , adding a 1M-token context window in beta and making the updated Sonnet model the default across Claude and Cowork.","Anthropic releases <b>Claude Opus 4.6</b> and <b>Claude Sonnet 4.6</b>, adding a 1M-token context window in beta and making the updated Sonnet model the default across Claude and Cowork.",Claude Opus 4.6; Claude Sonnet 4.6,model,Anthropic,True,AI Timeline _data/timeline.yml
AIT-2026-02-002,2026,February 2026,2,225,"OpenAI introduces GPT-5.3-Codex and GPT-5.3-Codex-Spark , upgraded coding models for long-running and real-time development work.","OpenAI introduces <b>GPT-5.3-Codex</b> and <b>GPT-5.3-Codex-Spark</b>, upgraded coding models for long-running and real-time development work.",GPT-5.3-Codex; GPT-5.3-Codex-Spark,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2026-02-003,2026,February 2026,2,226,"Google launches Gemini 3 Deep Think , a specialized reasoning mode that reaches 84.6% on ARC-AGI-2 .","Google launches <b>Gemini 3 Deep Think</b>, a specialized reasoning mode that reaches 84.6% on <b>ARC-AGI-2</b>.",Gemini 3 Deep Think; ARC-AGI-2,model,Google,True,AI Timeline _data/timeline.yml
AIT-2026-02-004,2026,February 2026,2,227,"ByteDance releases Seedance 2.0 , an upgraded video generation model with stronger motion quality and multimodal control.","ByteDance releases <b>Seedance 2.0</b>, an upgraded video generation model with stronger motion quality and multimodal control.",Seedance 2.0,model,,False,AI Timeline _data/timeline.yml
AIT-2026-02-005,2026,February 2026,2,228,"Zhipu AI launches GLM-5 , a new flagship model built for stronger reasoning, tool use, and agentic tasks.","Zhipu AI launches <b>GLM-5</b>, a new flagship model built for stronger reasoning, tool use, and agentic tasks.",GLM-5,model,,False,AI Timeline _data/timeline.yml
AIT-2026-02-006,2026,February 2026,2,229,"xAI releases Grok 4.20 , an updated flagship model with improved reasoning and chat performance.","xAI releases <b>Grok 4.20</b>, an updated flagship model with improved reasoning and chat performance.",Grok 4.20,model,xAI,False,AI Timeline _data/timeline.yml
AIT-2026-02-007,2026,February 2026,2,230,"OpenAI adds gpt-audio-1.5 , an upgraded speech model for audio input and spoken responses.","OpenAI adds <b>gpt-audio-1.5</b>, an upgraded speech model for audio input and spoken responses.",gpt-audio-1.5,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2026-02-008,2026,February 2026,2,231,"Google launches Nano Banana 2 , a Gemini 3.1 Flash-based image model that matches Nano Banana Pro quality at lower latency.","Google launches <b>Nano Banana 2</b>, a Gemini 3.1 Flash-based image model that matches Nano Banana Pro quality at lower latency.",Nano Banana 2,model,Google,False,AI Timeline _data/timeline.yml
AIT-2026-03-001,2026,March 2026,3,232,"OpenAI releases GPT-5.3 Instant , a faster general-purpose GPT-5.3 variant for latency-sensitive tasks.","OpenAI releases <b>GPT-5.3 Instant</b>, a faster general-purpose GPT-5.3 variant for latency-sensitive tasks.",GPT-5.3 Instant,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2026-03-002,2026,March 2026,3,233,"OpenAI launches GPT-5.4 alongside GPT-5.4 mini and GPT-5.4 nano , expanding the GPT-5.4 family across flagship and lightweight tiers.","OpenAI launches <b>GPT-5.4</b> alongside <b>GPT-5.4 mini</b> and <b>GPT-5.4 nano</b>, expanding the GPT-5.4 family across flagship and lightweight tiers.",GPT-5.4; GPT-5.4 mini; GPT-5.4 nano,model,OpenAI,False,AI Timeline _data/timeline.yml
AIT-2026-03-003,2026,March 2026,3,234,"Mistral AI releases Mistral Small 4 , a multimodal open model that unifies reasoning, coding, and vision capabilities.","Mistral AI releases <b>Mistral Small 4</b>, a multimodal open model that unifies reasoning, coding, and vision capabilities.",Mistral Small 4,model,Mistral,False,AI Timeline _data/timeline.yml
AIT-2026-03-004,2026,March 2026,3,235,"Suno launches Suno v5.5 , adding Voices, Custom Models, and My Taste for more personalized music creation.","Suno launches <b>Suno v5.5</b>, adding Voices, Custom Models, and My Taste for more personalized music creation.",Suno v5.5,model,Suno,False,AI Timeline _data/timeline.yml
